county_fips	tweets	county	state	pop	tdays	disease	tpm	score	scorenew
28027	1	Coahoma County	MS	25913	1	Influenza	38.590000000	0.525510937302577	1.8737782451700367
28029	1	Copiah County	MS	29247	1	Influenza	34.191000000	0.5086843382991001	1.7723096368352915
28033	3	DeSoto County	MS	164053	3	Influenza	18.286000000	1.268305476037797	2.1789312866087918
28035	6	Forrest County	MS	75842	4	Influenza	79.111000000	2.504807527420123	3.8331158432548986
28037	2	Franklin County	MS	8017	2	Influenza	249.469000000	1.5780957601062677	4.280503983080513
28039	1	George County	MS	22889	1	Influenza	43.689000000	0.5428181980463503	1.979798775477396
28043	3	Grenada County	MS	21706	2	Influenza	138.210000000	1.4102810241144217	3.701019747341411
28047	5	Harrison County	MS	191040	3	Influenza	26.172000000	1.415223013426738	2.5027933438828485
28049	7	Hinds County	MS	248184	4	Influenza	28.204000000	1.928174677825051	2.840047083634781
28051	2	Holmes County	MS	18818	2	Influenza	106.281000000	1.3358433029519765	3.445724503712233
28059	1	Jackson County	MS	139901	1	Influenza	7.147000000	0.2996642516183578	0.7035924384214839
28067	1	Jones County	MS	68075	1	Influenza	14.689000000	0.39327997569297407	1.1308950705251568
28071	9	Lafayette County	MS	48472	7	Influenza	185.674000000	5.229363780003707	5.229363780003707
28075	1	Lauderdale County	MS	80475	1	Influenza	12.426000000	0.3710275893595085	1.0207022259248255
28081	4	Lee County	MS	84156	3	Influenza	47.530000000	1.6637923557501964	3.0619880693310564
28087	2	Lowndes County	MS	59671	1	Influenza	33.517000000	0.5059217080424718	1.7558114900719177
28089	1	Madison County	MS	96941	1	Influenza	10.315000000	0.3465898970122144	0.905663028799072
28095	1	Monroe County	MS	36626	1	Influenza	27.303000000	0.47756682944256823	1.5893226648487184
28097	1	Montgomery County	MS	10872	1	Influenza	91.979000000	0.647481951600504	2.648997557366269
28099	1	Neshoba County	MS	29818	1	Influenza	33.536000000	0.5060003226075966	1.7562803191182954
28101	1	Newton County	MS	21499	1	Influenza	46.513000000	0.5515719082580615	2.0340144659834056
28105	1	Oktibbeha County	MS	47741	1	Influenza	20.946000000	0.44122641293837245	1.384363927602943
28109	1	Pearl River County	MS	55718	1	Influenza	17.947000000	0.42023508680717503	1.2708434254317864
28113	1	Pike County	MS	40406	1	Influenza	24.748000000	0.4640509934557671	1.5119195821733158
28117	1	Prentiss County	MS	25330	1	Influenza	39.478000000	0.5286798023777163	1.8930689333026607
28121	1	Rankin County	MS	143702	1	Influenza	6.958000000	0.29631110171496244	0.6901426715396466
28123	1	Scott County	MS	28388	1	Influenza	35.226000000	0.5128252990101035	1.7971259960105779
28137	1	Tate County	MS	28719	1	Influenza	34.820000000	0.511215199518938	1.7874645449451743
28143	1	Tunica County	MS	10628	1	Influenza	94.091000000	0.6506906182641407	2.6701109522370152
28149	1	Warren County	MS	48346	1	Influenza	20.684000000	0.4395106659140131	1.3749444799243036
28151	6	Washington County	MS	50406	4	Influenza	119.033000000	2.7358666885579868	4.234379759185289
28155	1	Webster County	MS	10319	1	Influenza	96.908000000	0.6548611803192376	2.697595743198351
28157	1	Wilkinson County	MS	9679	1	Influenza	103.316000000	0.6639178219835611	2.7574388256143045
28159	2	Winston County	MS	19069	2	Influenza	104.882000000	1.3320929332826146	3.432899055061558
28163	1	Yazoo County	MS	27886	1	Influenza	35.860000000	0.5153038503202396	1.8120288409901177
29003	1	Andrew County	MO	17196	1	Influenza	58.153000000	0.5828753296643588	2.2308282010378853
29009	1	Barry County	MO	35282	1	Influenza	28.343000000	0.48272200242520935	1.6191902038767787
29011	1	Barton County	MO	12327	1	Influenza	81.122000000	0.6297437066367406	2.532812068944467
29019	8	Boone County	MO	165627	5	Influenza	48.301000000	2.784245974870419	3.5695528170032973
29031	4	Cape Girardeau County	MO	76632	3	Influenza	52.197000000	1.7031437159057674	3.1514592613751664
29037	3	Cass County	MO	100052	3	Influenza	29.984000000	1.4714875466624788	2.628305861610873
29043	1	Christian County	MO	78570	1	Influenza	12.727000000	0.3741949566099318	1.0360781067064184
29047	3	Clay County	MO	225161	2	Influenza	13.323000000	0.7605333247993509	1.5699840292416554
29051	1	Cole County	MO	76448	1	Influenza	13.080000000	0.3778221929614137	1.0538141457682153
29055	2	Crawford County	MO	24800	2	Influenza	80.645000000	1.2578230230155065	3.1797785326696686
29071	4	Franklin County	MO	101938	2	Influenza	39.239000000	1.055667621310875	2.5023488838359977
29077	8	Greene County	MO	277214	5	Influenza	28.858000000	2.4260377218795703	3.07328837570143
29081	2	Harrison County	MO	8866	1	Influenza	225.580000000	0.7747282976350489	3.5033241028095836
29089	1	Howard County	MO	10204	1	Influenza	98.000000000	0.65644569287637	2.70805020110221
29095	40	Jackson County	MO	676360	7	Influenza	59.140000000	4.096675177560383	4.096675177560383
29097	7	Jasper County	MO	118435	4	Influenza	59.104000000	2.340615082895348	3.5488617647525906
29099	2	Jefferson County	MO	219480	2	Influenza	9.112000000	0.6610636678298576	1.2818857731874465
29109	1	Lawrence County	MO	38660	1	Influenza	25.866000000	0.4701230780915459	1.546528539703785
29127	1	Marion County	MO	28717	1	Influenza	34.822000000	0.5112231756861524	1.7875123678092946
29129	1	Mercer County	MO	3804	1	Influenza	262.881000000	0.7964997491355462	3.652070972047573
29133	1	Mississippi County	MO	14306	1	Influenza	69.900000000	0.6087529190768688	2.396595727456285
29145	1	Newton County	MO	58414	1	Influenza	17.119000000	0.4138515873505672	1.2370897625743904
29147	2	Nodaway County	MO	23468	1	Influenza	85.222000000	0.6367036236462986	2.5782885647576537
29165	3	Platte County	MO	90903	2	Influenza	33.002000000	1.0075483846901536	2.344604085112461
29175	1	Randolph County	MO	25346	1	Influenza	39.453000000	0.5285915437701363	1.8925308996948638
29179	1	Reynolds County	MO	6588	1	Influenza	151.791000000	0.7184387106391651	3.1216787230886576
29183	4	St. Charles County	MO	365151	2	Influenza	10.954000000	0.7088759858291607	1.4182082243654213
29187	1	St. Francois County	MO	65577	1	Influenza	15.249000000	0.39829019548866273	1.1563869147267074
29189	3	St. Louis County	MO	998692	2	Influenza	3.003000000	0.39629830857441045	0.6195006403916469
29201	1	Scott County	MO	39136	1	Influenza	25.551000000	0.46843820168029643	1.5368979410935608
29213	2	Taney County	MO	52736	2	Influenza	37.924000000	1.046174579131355	2.471097454513814
29215	1	Texas County	MO	25936	1	Influenza	38.556000000	0.5253881984868206	1.8730321893567914
29510	30	St. Louis city	MO	318069	7	Influenza	94.319000000	4.557229161197752	4.557229161197752
30031	3	Gallatin County	MT	91377	2	Influenza	32.831000000	1.006107869119503	2.3399084028199755
30049	2	Lewis and Clark County	MT	64318	2	Influenza	31.095000000	0.9910572156467833	2.2909461944554064
30063	3	Missoula County	MT	110138	2	Influenza	27.238000000	0.954476739596381	2.1727367056897524
30081	2	Ravalli County	MT	40450	2	Influenza	49.443000000	1.120241138838264	2.7164528946239748
30093	1	Silver Bow County	MT	34383	1	Influenza	29.084000000	0.4862847812805938	1.639939404739079
30095	1	Stillwater County	MT	9131	1	Influenza	109.517000000	0.6721670507540782	2.8121270360515345
30111	1	Yellowstone County	MT	150069	1	Influenza	6.663000000	0.29091479314118107	0.6687813003010376
31001	1	Adams County	NE	31216	1	Influenza	32.034000000	0.49964819058555693	1.718522912153697
31009	1	Blaine County	NE	473	1	Influenza	2114.164000000	1.0938410899779085	5.713810124538092
31023	1	Butler County	NE	8287	1	Influenza	120.670000000	0.6859017802570512	2.9035386607769462
31043	1	Dakota County	NE	20913	1	Influenza	47.817000000	0.5554398018359078	2.0580902157688006
31053	3	Dodge County	NE	36773	2	Influenza	81.581000000	1.2610798942440657	3.1908407754112242
31055	38	Douglas County	NE	524861	7	Influenza	72.400000000	4.29592393562047	4.29592393562047
31059	1	Fillmore County	NE	5866	1	Influenza	170.473000000	0.7349179742585095	3.232908335613794
31109	27	Lancaster County	NE	289800	7	Influenza	93.167000000	4.54506980173513	4.54506980173513
31111	1	Lincoln County	NE	36142	1	Influenza	27.668000000	0.4793973597330961	1.5999069222167852
31119	1	Madison County	NE	34931	1	Influenza	28.627000000	0.4840980153892977	1.627193628308568
31137	2	Phelps County	NE	9184	1	Influenza	217.770000000	0.7697172785185451	3.4691675081014224
31141	1	Platte County	NE	32593	1	Influenza	30.681000000	0.49367387601494367	1.6832458395788201
31147	2	Richardson County	NE	8345	1	Influenza	239.664000000	0.7833431099758456	3.5621169376055444
31151	1	Saline County	NE	14345	1	Influenza	69.710000000	0.6083695722308785	2.3941219289158915
31153	6	Sarpy County	NE	162561	4	Influenza	36.909000000	2.0772506005234406	3.095163818981506
31155	1	Saunders County	NE	20867	1	Influenza	47.922000000	0.5557467418653841	2.060003847787361
31157	1	Scotts Bluff County	NE	37044	1	Influenza	26.994000000	0.47599860021406487	1.5802738893998463
31159	1	Seward County	NE	16703	1	Influenza	59.869000000	0.5869605734166861	2.2568253325096426
31179	3	Wayne County	NE	9504	1	Influenza	315.656000000	0.8225451444498036	3.8306765911554916
32003	65	Clark County	NV	1969975	7	Influenza	32.995000000	3.5262134549784228	3.5262134549784228
32031	9	Washoe County	NV	425710	3	Influenza	21.141000000	1.3274704685909249	2.308609765297829
32510	1	Carson City	NV	55439	1	Influenza	18.037000000	0.42091206484623594	1.2744445816922867
33001	2	Belknap County	NH	60223	2	Influenza	33.209000000	1.0092825049552374	2.3502589881084304
33003	1	Carroll County	NH	47641	1	Influenza	20.990000000	0.4415125435095243	1.385937154472049
33005	1	Cheshire County	NH	76918	1	Influenza	13.000000000	0.37700818994503693	1.0498221244986776
33009	1	Grafton County	NH	88923	1	Influenza	11.245000000	0.3578739557720187	0.9579809208330976
33011	17	Hillsborough County	NH	401696	4	Influenza	42.320000000	2.153493955504451	3.226163490918473
33013	5	Merrimack County	NH	146579	4	Influenza	34.111000000	2.033436840964985	3.020034566076956
33015	14	Rockingham County	NH	296207	4	Influenza	47.264000000	2.2152491092219777	3.3324901836523644
33017	3	Strafford County	NH	123857	2	Influenza	24.221000000	0.9221934230917912	2.069427280211721
33019	2	Sullivan County	NH	43462	2	Influenza	46.017000000	1.100145496696935	2.649553076462636
34001	11	Atlantic County	NJ	274338	6	Influenza	40.096000000	3.1850663941414004	3.565807456523942
34003	16	Bergen County	NJ	911004	5	Influenza	17.563000000	2.086550251590776	2.6060174755370586
34005	11	Burlington County	NJ	449576	5	Influenza	24.467000000	2.3124167831599576	2.916495788414757
34007	25	Camden County	NJ	513241	7	Influenza	48.710000000	3.906206120106581	3.906206120106581
34009	8	Cape May County	NJ	96601	4	Influenza	82.814000000	2.530628604556268	3.877892856197463
34011	8	Cumberland County	NJ	157095	5	Influenza	50.924000000	2.82127222216482	3.6209829202047676
34013	19	Essex County	NJ	785137	6	Influenza	24.199000000	2.765832266734562	3.0792458737818085
34015	11	Gloucester County	NJ	289104	6	Influenza	38.048000000	3.1412499930727256	3.5149001466524923
34017	29	Hudson County	NJ	641224	6	Influenza	45.226000000	3.2858934945895695	3.682990720937358
34019	5	Hunterdon County	NJ	128038	3	Influenza	39.050000000	1.5814837172204435	2.8755803628988623
34021	8	Mercer County	NJ	367063	3	Influenza	21.794000000	1.33992743290009	2.3360475006410537
34023	8	Middlesex County	NJ	814217	3	Influenza	9.825000000	1.0207964030950942	1.650716945353536
34025	24	Monmouth County	NJ	631020	7	Influenza	38.033000000	3.664407442189449	3.664407442189449
34027	16	Morris County	NJ	494976	6	Influenza	32.324000000	3.005381021239425	3.3571161132204574
34029	17	Ocean County	NJ	579369	5	Influenza	29.342000000	2.437523493804215	3.0891575611815276
34031	12	Passaic County	NJ	502007	6	Influenza	23.904000000	2.755738656976549	3.06754782419786
34035	2	Somerset County	NJ	324893	2	Influenza	6.155000000	0.5622318322881183	1.0147129473851098
34037	8	Sussex County	NJ	148517	5	Influenza	53.865000000	2.8606254446019728	3.6756675601417057
34039	9	Union County	NJ	539494	5	Influenza	16.682000000	2.051819409274009	2.5584447316939616
34041	2	Warren County	NJ	108339	1	Influenza	18.460000000	0.42405158239397983	1.291198444073947
35001	14	Bernalillo County	NM	670968	7	Influenza	20.865000000	3.084887184864884	3.084887184864884
35005	1	Chaves County	NM	65890	1	Influenza	15.176000000	0.3976469517540165	1.1531004739521795
35013	3	Do±a Ana County	NM	213598	2	Influenza	14.045000000	0.7745844885948596	1.6120060405398104
35015	1	Eddy County	NM	54152	1	Influenza	18.466000000	0.42409562200061457	1.2914340800959305
35025	1	Lea County	NM	65423	1	Influenza	15.285000000	0.3986063483897424	1.158003657343206
35028	1	Los Alamos County	NM	18222	1	Influenza	54.878000000	0.5747386775382252	2.1792545555066734
35045	3	San Juan County	NM	128200	1	Influenza	23.400000000	0.45636901889987946	1.4685324593568627
35047	1	San Miguel County	NM	29301	1	Influenza	34.128000000	0.5084283618942024	1.7707790056978903
35049	2	Santa Fe County	NM	145648	2	Influenza	13.731000000	0.7685583190950861	1.5939471186655945
36001	13	Albany County	NY	303565	6	Influenza	42.824000000	3.240155667874905	3.6298268103779954
36003	1	Allegany County	NY	48778	1	Influenza	20.501000000	0.4382999208114131	1.368312218592435
36005	33	Bronx County	NY	1392002	7	Influenza	23.706000000	3.207046129114622	3.207046129114622
36007	1	Broome County	NY	199031	1	Influenza	5.024000000	0.25653592721394175	0.54099450339536
36009	2	Cattaraugus County	NY	79832	2	Influenza	25.052000000	0.9314555830526158	2.0989640176924915
36011	4	Cayuga County	NY	79738	3	Influenza	50.164000000	1.6864440684587774	3.11346451426954
36013	4	Chautauqua County	NY	134368	2	Influenza	29.768000000	0.9789929110989782	2.251833005511073
36019	2	Clinton County	NY	81945	2	Influenza	24.406000000	0.9242815333146482	2.076078750974647
36021	1	Columbia County	NY	62550	1	Influenza	15.987000000	0.4046354779481677	1.1890186896869666
36027	5	Dutchess County	NY	297999	4	Influenza	16.778000000	1.6445495644682762	2.3596673134551622
36029	63	Erie County	NY	918028	7	Influenza	68.625000000	4.243123698247448	4.243123698247448
36031	1	Essex County	NY	39181	1	Influenza	25.522000000	0.46828208246505815	1.5360066343482173
36037	1	Genesee County	NY	59993	1	Influenza	16.668000000	0.41025072767632575	1.2182137757591343
36039	2	Greene County	NY	48954	2	Influenza	40.854000000	1.0669106776624222	2.539439927850469
36043	1	Herkimer County	NY	64160	1	Influenza	15.586000000	0.401222709432716	1.1714200962461652
36047	83	Kings County	NY	2532645	7	Influenza	32.772000000	3.5196320568072537	3.5196320568072537
36055	43	Monroe County	NY	745625	7	Influenza	57.669000000	4.071911478306401	4.071911478306401
36057	1	Montgomery County	NY	49916	1	Influenza	20.033000000	0.43515609041327724	1.3511481928656965
36059	80	Nassau County	NY	1344436	7	Influenza	59.504000000	4.102709478553728	4.102709478553728
36061	258	New York County	NY	1601948	7	Influenza	161.053000000	5.0879234422208865	5.0879234422208865
36063	2	Niagara County	NY	216011	2	Influenza	9.258000000	0.6651593968477362	1.2933955573243956
36065	3	Oneida County	NY	234287	3	Influenza	12.804000000	1.1249821736724672	1.869866238246974
36067	12	Onondaga County	NY	466960	5	Influenza	25.698000000	2.346134754452529	2.9629876878030266
36069	1	Ontario County	NY	108525	1	Influenza	9.214000000	0.3319656183179217	0.8399649175102021
36071	18	Orange County	NY	374872	5	Influenza	48.016000000	2.7801048395881094	3.563802021772385
36077	1	Otsego County	NY	61917	1	Influenza	16.150000000	0.4059997390874212	1.1960846314769298
36079	8	Putnam County	NY	99933	4	Influenza	80.053000000	2.511487578105971	3.8446981298174
36081	58	Queens County	NY	2247848	7	Influenza	25.802000000	3.2884765115980366	3.2884765115980366
36083	5	Rensselaer County	NY	159395	4	Influenza	31.368000000	1.9869544459573656	2.9404611532848697
36085	15	Richmond County	NY	470467	7	Influenza	31.883000000	3.4929558069016955	3.492955806901696
36087	4	Rockland County	NY	315158	3	Influenza	12.692000000	1.1214907374291168	1.8624398050347897
36089	4	St. Lawrence County	NY	111690	3	Influenza	35.813000000	1.5453647329982232	2.7941317808849924
36091	5	Saratoga County	NY	220882	4	Influenza	22.636000000	1.8072976991333876	2.63439340920265
36093	5	Schenectady County	NY	155058	4	Influenza	32.245000000	2.0022310742025247	2.966597667043
36101	1	Steuben County	NY	99033	1	Influenza	10.097000000	0.3438106859312038	0.892992860465659
36103	45	Suffolk County	NY	1498816	7	Influenza	30.023000000	3.4347288648709475	3.4347288648709475
36105	1	Sullivan County	NY	76900	1	Influenza	13.003000000	0.37703879891052	1.0499721132498026
36109	2	Tompkins County	NY	101723	2	Influenza	19.661000000	0.8652136757801917	1.889706861170207
36111	6	Ulster County	NY	182448	5	Influenza	32.886000000	2.5164299640970818	3.1982648709640764
36113	1	Warren County	NY	65831	1	Influenza	15.190000000	0.39777053824136344	1.1537315878891892
36117	5	Wayne County	NY	93436	4	Influenza	53.512000000	2.2848119205249207	3.452469723449249
36119	35	Westchester County	NY	955899	7	Influenza	36.614000000	3.627376321519886	3.627376321519886
37001	7	Alamance County	NC	153291	3	Influenza	45.664000000	1.6469884240505728	3.0238475934218645
37019	1	Brunswick County	NC	110097	1	Influenza	9.082000000	0.33010737938006274	0.8317904850706441
37021	4	Buncombe County	NC	241419	3	Influenza	16.568000000	1.2283195994259086	2.0919346059273027
37023	4	Burke County	NC	90904	3	Influenza	44.002000000	1.6314458285259168	2.988606948611402
37025	1	Cabarrus County	NC	181468	1	Influenza	5.510000000	0.26761992231721116	0.5806181754235065
37027	1	Caldwell County	NC	82395	1	Influenza	12.136000000	0.36790807895858174	1.0056612287129079
37033	1	Caswell County	NC	23403	1	Influenza	42.729000000	0.5397159282238209	1.9606781148827872
37035	1	Catawba County	NC	154181	1	Influenza	6.485000000	0.2875572882673702	0.65566780753638
37037	1	Chatham County	NC	64195	1	Influenza	15.577000000	0.4011451703489613	1.1710215399005222
37045	1	Cleveland County	NC	97489	1	Influenza	10.257000000	0.34585573676752385	0.9023077092101286
37049	3	Craven County	NC	104786	2	Influenza	28.629000000	0.9682153175536611	2.2169960805875157
37051	3	Cumberland County	NC	324885	3	Influenza	9.234000000	0.9967352187355286	1.6008871731241667
37055	1	Dare County	NC	34307	1	Influenza	29.148000000	0.48658836942588907	1.641711472984396
37057	1	Davidson County	NC	162697	1	Influenza	6.146000000	0.2809361085144597	0.6302073807860711
37061	3	Duplin County	NC	59542	3	Influenza	50.384000000	1.6882829314094963	3.117646446838323
37063	9	Durham County	NC	273392	3	Influenza	32.919000000	1.5102751411530213	2.7152338605337856
37067	2	Forsyth County	NC	354952	2	Influenza	5.634000000	0.5406308401499602	0.9592407462674393
37071	2	Gaston County	NC	207031	2	Influenza	9.660000000	0.6761424053536281	1.324418957401803
37077	2	Granville County	NC	59976	2	Influenza	33.346000000	1.0104244467319057	2.353984096079949
37081	18	Guilford County	NC	495279	6	Influenza	36.343000000	3.102981838013311	3.4704479977079017
37083	3	Halifax County	NC	54173	2	Influenza	55.378000000	1.1520225747098787	2.8227045379570437
37085	1	Harnett County	NC	119256	1	Influenza	8.385000000	0.3198732385769246	0.7874828597186919
37087	1	Haywood County	NC	58855	1	Influenza	16.990000000	0.41283086399463453	1.23172692779629
37093	1	Hoke County	NC	49272	1	Influenza	20.295000000	0.4369246147678824	1.3607933861784076
37097	3	Iredell County	NC	161202	3	Influenza	18.610000000	1.2754455600892523	2.1945225173595424
37105	1	Lee County	NC	58752	1	Influenza	17.020000000	0.4130688931685988	1.2329766675965241
37109	2	Lincoln County	NC	78932	2	Influenza	25.338000000	0.934575075225151	2.1089309933890874
37115	7	Madison County	NC	20816	4	Influenza	336.279000000	3.326234560578807	5.263515902683657
37119	61	Mecklenburg County	NC	944373	6	Influenza	64.593000000	3.5858305568051483	4.031856001970269
37121	1	Mitchell County	NC	15445	1	Influenza	64.745000000	0.597969088934126	2.3272080167450566
37127	4	Nash County	NC	96116	3	Influenza	41.616000000	1.6080984726920136	2.9357395948765657
37129	11	New Hanover County	NC	206189	6	Influenza	53.349000000	3.4246510406862174	3.844337442306421
37133	2	Onslow County	NC	179719	2	Influenza	11.128000000	0.7130048082571474	1.430174531791767
37135	1	Orange County	NC	135755	1	Influenza	7.366000000	0.3034536961457152	0.7189541545972966
37143	1	Perquimans County	NC	13487	1	Influenza	74.145000000	0.6170599400551511	2.450327528712532
37147	3	Pitt County	NC	171134	2	Influenza	17.530000000	0.8341117257992195	1.7931870212192405
37149	1	Polk County	NC	20256	1	Influenza	49.368000000	0.559908007542134	2.0859914725435686
37153	2	Richmond County	NC	46611	2	Influenza	42.908000000	1.0805990102357343	2.5847088896683954
37157	1	Rockingham County	NC	93329	1	Influenza	10.714000000	0.3515406725239415	0.928445138332078
37161	2	Rutherford County	NC	67538	2	Influenza	29.612000000	0.9775405968421927	2.2471327859510635
37169	2	Stokes County	NC	47242	2	Influenza	42.335000000	1.0768458921675166	2.5722850229183707
37175	1	Transylvania County	NC	32820	1	Influenza	30.469000000	0.49271470489665065	1.677603775377071
37179	5	Union County	NC	205463	4	Influenza	24.335000000	1.8469639079587845	2.7017446485389334
37181	1	Vance County	NC	45307	1	Influenza	22.071000000	0.4483680596547816	1.4238309646486165
37183	46	Wake County	NC	929780	7	Influenza	49.474000000	3.921458352214631	3.921458352214631
37187	2	Washington County	NC	12973	2	Influenza	154.166000000	1.4412844318812452	3.807715902989706
37189	5	Watauga County	NC	51333	5	Influenza	97.403000000	3.2779080652845303	4.2566557320440905
37197	1	Yadkin County	NC	38279	1	Influenza	26.123000000	0.47148315377476274	1.5543177560697963
38015	1	Burleigh County	ND	83145	1	Influenza	12.027000000	0.36671773238791816	0.9999488740029503
38017	15	Cass County	ND	152368	6	Influenza	98.445000000	3.94251833787018	4.447128613110998
38035	2	Grand Forks County	ND	66598	2	Influenza	30.030000000	0.9814155652743682	2.259677591982769
38071	1	Ramsey County	ND	11452	1	Influenza	87.320000000	0.6401380832183978	2.600783107173802
38077	1	Richland County	ND	16245	1	Influenza	61.557000000	0.5908683058747191	2.2817553669839508
38097	1	Traill County	ND	8147	1	Influenza	122.744000000	0.6883164164892694	2.919653129146888
39001	2	Adams County	OH	28456	1	Influenza	70.283000000	0.6095225528312838	2.4015638599712537
39003	3	Allen County	OH	106094	3	Influenza	28.276000000	1.4471863147452775	2.5740071129580113
39005	4	Ashland County	OH	53153	3	Influenza	75.254000000	1.857458517054852	3.504106323237914
39007	7	Ashtabula County	OH	101345	5	Influenza	69.070000000	3.03535338741603	3.918714850717718
39009	5	Athens County	OH	64769	4	Influenza	77.197000000	2.490989304939443	3.8091609533108826
39011	2	Auglaize County	OH	45838	2	Influenza	43.631000000	1.0852653385266333	2.600167990123089
39013	2	Belmont County	OH	70151	2	Influenza	28.509000000	0.9670558004464711	2.2132541447609912
39019	1	Carroll County	OH	28782	1	Influenza	34.743000000	0.5109077779674384	1.7856216235136002
39021	1	Champaign County	OH	39795	1	Influenza	25.128000000	0.4661439337468728	1.5238177750139508
39023	3	Clark County	OH	137691	3	Influenza	21.787000000	1.3397957991042724	2.335757331166228
39025	4	Clermont County	OH	199139	2	Influenza	20.086000000	0.8710312323299308	1.9078903471724102
39027	1	Clinton County	OH	41927	1	Influenza	23.850000000	0.4589796789346625	1.4832266012960835
39029	2	Columbiana County	OH	107570	2	Influenza	18.592000000	0.8500346627571048	1.8424525835435732
39033	3	Crawford County	OH	43389	2	Influenza	69.141000000	1.2144307148029387	3.0327665322227357
39035	65	Cuyahoga County	OH	1270294	7	Influenza	51.169000000	3.9544884487463166	3.9544884487463166
39039	1	Defiance County	OH	38884	1	Influenza	25.717000000	0.46932858098799757	1.5419846714341545
39043	3	Erie County	OH	76751	2	Influenza	39.087000000	1.054586312064444	2.498786073888602
39049	45	Franklin County	OH	1178799	7	Influenza	38.174000000	3.6680132614325514	3.6680132614325514
39051	1	Fulton County	OH	42510	1	Influenza	23.523000000	0.45708735038382037	1.4725703487294017
39055	2	Geauga County	OH	93228	2	Influenza	21.452000000	0.8889656277371294	1.9641910108101341
39057	1	Greene County	OH	162846	1	Influenza	6.140000000	0.28081611090735614	0.6297508640011512
39059	6	Guernsey County	OH	39927	5	Influenza	150.274000000	3.585066258577806	4.685261244141076
39061	40	Hamilton County	OH	800362	7	Influenza	49.977000000	3.9313745506099274	3.9313745506099274
39067	1	Harrison County	OH	15850	1	Influenza	63.091000000	0.5943291354932299	2.303884248725666
39069	2	Henry County	OH	28064	2	Influenza	71.265000000	1.222954262257373	3.061586892540439
39075	1	Holmes County	OH	42746	1	Influenza	23.394000000	0.4563338857744352	1.4683350714561
39081	2	Jefferson County	OH	68828	2	Influenza	29.057000000	0.9723130225557817	2.2302294308019053
39083	4	Knox County	OH	61275	2	Influenza	65.279000000	1.1982494585534287	2.9781354972928518
39085	6	Lake County	OH	229885	5	Influenza	26.100000000	2.356809805632611	2.977713768051313
39087	1	Lawrence County	OH	62489	1	Influenza	16.002000000	0.4047615691707382	1.1896710196150764
39089	2	Licking County	OH	167248	2	Influenza	11.958000000	0.7319181022936473	1.4853637001893112
39093	6	Lorain County	OH	301614	5	Influenza	19.892000000	2.1709759361243233	2.721859178689298
39095	24	Lucas County	OH	440005	7	Influenza	54.544000000	4.017175499450972	4.017175499450972
39099	11	Mahoning County	OH	237270	6	Influenza	46.360000000	3.306666849064929	3.707140277194114
39101	1	Marion County	OH	66212	1	Influenza	15.103000000	0.3970007985765513	1.1498031968619917
39103	5	Medina County	OH	173262	2	Influenza	28.858000000	0.9704150887518281	2.224098317087777
39105	1	Meigs County	OH	23680	1	Influenza	42.229000000	0.5380730809039698	1.9505727316911001
39109	3	Miami County	OH	102857	2	Influenza	29.166000000	0.9733472749560174	2.2335718131355793
39113	12	Montgomery County	OH	537602	4	Influenza	22.321000000	1.7996309955483174	2.6213920084888818
39119	1	Muskingum County	OH	86237	1	Influenza	11.595000000	0.36189998711493904	0.9769825783217201
39121	2	Noble County	OH	14702	2	Influenza	136.035000000	1.4057818193293254	3.685552497354248
39123	3	Ottawa County	OH	41396	2	Influenza	72.470000000	1.227679188466339	3.0775755570197623
39129	1	Pickaway County	OH	55990	1	Influenza	17.860000000	0.41957761102933017	1.2673499370272518
39131	1	Pike County	OH	28628	1	Influenza	34.930000000	0.5116532287322039	1.7900914121273581
39133	10	Portage County	OH	161624	4	Influenza	61.871000000	2.3663342903462374	3.5933278165896136
39143	5	Sandusky County	OH	60734	3	Influenza	82.326000000	1.8954688394236752	3.591337500038771
39145	1	Scioto County	OH	79277	1	Influenza	12.613000000	0.3730036026471909	1.0302824626240608
39147	2	Seneca County	OH	56469	2	Influenza	35.417000000	1.0271530567382219	2.4086682046593393
39149	2	Shelby County	OH	49307	2	Influenza	40.562000000	1.064910368076721	2.5328347644950053
39151	15	Stark County	OH	375087	6	Influenza	39.990000000	3.182852686728211	3.5632352430842844
39153	36	Summit County	OH	539832	7	Influenza	66.687000000	4.214894137845653	4.214894137845653
39155	4	Trumbull County	OH	209264	3	Influenza	19.114000000	1.2863211814381237	2.218302457134115
39157	7	Tuscarawas County	OH	92508	4	Influenza	75.669000000	2.4797128311854664	3.7896164405716313
39165	4	Warren County	OH	214910	2	Influenza	18.612000000	0.8503261782254248	1.8433574790898914
39167	3	Washington County	OH	61755	3	Influenza	48.579000000	1.6729574387059218	3.082807338991659
39169	3	Wayne County	OH	114611	3	Influenza	26.175000000	1.4152703284316885	2.502898581808355
39173	7	Wood County	OH	126355	4	Influenza	55.399000000	2.304257958771641	3.4860461043395348
40009	2	Beckham County	OK	22288	2	Influenza	89.734000000	1.2879806140173822	3.2823494935372843
40013	1	Bryan County	OK	43089	1	Influenza	23.207000000	0.45523454964778276	1.4621635365462742
40017	1	Canadian County	OK	119492	1	Influenza	8.368000000	0.3196142323279166	0.7863772764109421
40019	4	Carter County	OK	48096	1	Influenza	83.166000000	0.6332558627462651	2.5557422668204377
40021	1	Cherokee County	OK	47845	1	Influenza	20.900000000	0.4409266624032079	1.3827165397720067
